,label,text
41,negative,"though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere ."
42,negative,"pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e . , a banal spiritual quest ."
43,negative,"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost ."
44,negative, . . . a pretentious and ultimately empty examination of a sick and evil woman .
45,negative,"the cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge . before long , you're desperate for the evening to end ."
46,negative,the characters are never more than sketches . . . which leaves any true emotional connection or identification frustratingly out of reach .
47,negative,mattei's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination .
48,negative,only in its final surprising shots does rabbit-proof fence find the authority it's looking for .
49,negative,"isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it ."
50,negative," . . . plays like a badly edited , 91-minute trailer ( and ) the director can't seem to get a coherent rhythm going . in fact , it doesn't even seem like she tried ."
51,negative,"maybe leblanc thought , "" hey , the movie about the baseball-playing monkey was worse . """
52,negative,barry sonnenfeld owes frank the pug big time
53,negative,so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .
54,negative,"i approached the usher and said that if she had to sit through it again , she should ask for a raise ."
55,negative,"too slow for a younger crowd , too shallow for an older one ."
56,negative,"there's a reason the studio didn't offer an advance screening . "" the adventures of pluto nash "" is a big time stinker ."
57,negative,"takes one character we don't like and another we don't believe , and puts them into a battle of wills that is impossible to care about and isn't very funny ."
58,negative,"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didn't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary's failure to construct a story with even a trace of dramatic interest ."
59,negative,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .
60,negative,"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve ."
61,negative,"deadly dull , pointless meditation on losers in a gone-to-seed hotel ."
62,negative,"with this new rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment ."
63,negative,one can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off
64,negative,"a movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ."
65,negative,"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti"
66,negative,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people ."
67,negative,"a portrait of alienation so perfect , it will certainly succeed in alienating most viewers ."
68,negative,the code talkers deserved better than a hollow tribute .
69,negative,skip the film and buy the philip glass soundtrack cd .
70,negative,dignified ceo's meet at a rustic retreat and pee against a tree . can you bear the laughter ?
71,negative,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity ."
72,negative,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .
73,negative,has its moments -- and almost as many subplots .
74,negative,"the gags , and the script , are a mixed bag ."
75,negative,completely awful iranian drama . . . as much fun as a grouchy ayatollah in a cold mosque .
76,negative,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .
77,negative,"directors john musker and ron clements , the team behind the little mermaid , have produced sparkling retina candy , but they aren't able to muster a lot of emotional resonance in the cold vacuum of space ."
78,negative,"adam sandler's heart may be in the right place , but he needs to pull his head out of his butt"
79,negative,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted ."
80,negative,"despite engaging offbeat touches , knockaround guys rarely seems interested in kicking around a raison d'etre that's as fresh-faced as its young-guns cast ."
81,negative,it's all pretty tame . the most offensive thing about the movie is that hollywood expects people to pay to see it .
82,negative,the movie is a mess from start to finish .
83,negative,"i'm not saying that ice age doesn't have some fairly pretty pictures , but there's not enough substance in the story to actually give them life ."
84,negative,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar ."
85,negative,terminally brain dead production .
86,negative,"some episodes work , some don't ."
87,negative,beautifully filmed and well acted . . . but admittedly problematic in its narrative specifics .
88,negative,"rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ."
89,negative,wow . i have not been this disappointed by a movie in a long time .
90,negative,it's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .
91,negative,"watching harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but boyd's film offers little else of consequence ."
92,negative,"it's also curious to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget ."
93,negative,"'ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa , pues el resultado es francamente aburrido y , por momentos , deplorable . '"
94,negative,will probably be one of those movies barely registering a blip on the radar screen of 2002 .
95,negative,"the problem is not that it's all derivative , because plenty of funny movies recycle old tropes . the problem is that van wilder does little that is actually funny with the material ."
96,negative,there's nothing interesting in unfaithful whatsoever .
97,negative,none of this is half as moving as the filmmakers seem to think .
98,negative,a processed comedy chop suey .
99,negative,"as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink ."
100,negative,"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix ."
101,negative,full of the kind of obnoxious chitchat that only self-aware neurotics engage in .
102,negative,"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes ."
103,negative,with its parade of almost perpetually wasted characters . . . margarita feels like a hazy high that takes too long to shake .
104,negative,"if you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash ."
105,negative,"the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions , but the spell they cast isn't the least bit mesmerizing ."
106,negative,everything is pegged into the groove of a new york dating comedy with 'issues' to simplify .
107,negative,a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff .
108,negative,"the cameo-packed , m : i-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise . . . then mike myers shows up and ruins everything ."
109,negative,"it comes off as so silly that you wouldn't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van ."
110,negative,"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen . it never is , not fully ."
111,negative,"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities ."
112,negative,"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time ."
113,negative,"plodding , peevish and gimmicky ."
114,negative,"the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox ."
115,negative,oozes condescension from every pore .
116,negative,"solaris "" is a shapeless inconsequential move relying on the viewer to do most of the work ."
117,negative, . . . hypnotically dull .
118,negative,it has plenty of laughs . it just doesn't have much else . . . especially in a moral sense .
119,negative,"an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ."
120,negative,"[h]ad i suffered and bled on the hard ground of ia drang , i'd want something a bit more complex than we were soldiers to be remembered by ."
121,negative,"occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma ."
122,negative,it may play well as a double feature with mainstream foreign mush like my big fat greek wedding
123,negative,"by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing ."
124,negative,"journalistically dubious , inept and often lethally dull ."
125,negative,putting the primitive murderer inside a high-tech space station unleashes a pandora's box of special effects that run the gamut from cheesy to cheesier to cheesiest .
126,negative," at its best , it's black hawk down with more heart . at its worst , it's rambo- meets-john ford ."
127,negative,exactly what you'd expect from a guy named kaos .
128,negative,calculated swill .
129,negative,this movie . . . doesn't deserve the energy it takes to describe how bad it is .
130,negative,"with or without ballast tanks , k-19 sinks to a harrison ford low ."
131,negative,director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two .
132,negative,you might be shocked to discover that seinfeld's real life is boring .
133,negative,"it's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time ."
134,negative,walsh can't quite negotiate the many inconsistencies in janice's behavior or compensate for them by sheer force of charm .
135,negative,"it leers , offering next to little insight into its intriguing subject ."
136,negative,one of the oddest and most inexplicable sequels in movie history .
137,negative,there's nothing to gain from watching they . it isn't scary . it hates its characters . it finds no way to entertain or inspire its viewers .
138,negative,"fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique ."
139,negative,the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .
140,negative,thoroughly awful .
141,negative,just too silly and sophomoric to ensnare its target audience .
142,negative,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch ."
143,negative,truly terrible .
144,negative,it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .
145,negative,"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative ."
146,negative,such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .
147,negative,"if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign . an exit sign , that is ."
148,negative,"holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp ."
149,negative,the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .
150,negative,what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .
151,negative,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor ."
152,negative,"there's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there's nothing else happening ."
153,negative,"imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor . the result might look like vulgar ."
154,negative,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .
155,negative,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it's icky ."
156,negative,it's an 88-minute highlight reel that's 86 minutes too long .
157,negative,the film favors the scientific over the spectacular ( visually speaking ) .
158,negative,"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better ."
159,negative,a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .
160,negative,"this cloying , voices-from-the-other-side story is hell ."
161,negative,a suffocating rape-payback horror show that hinges on the subgenre's most enabling victim . . . and an ebullient affection for industrial-model meat freezers .
162,negative,"[n]o matter how much good will the actors generate , showtime eventually folds under its own thinness ."
163,negative,"despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu - rich new york intelligentsia - and its off"
164,negative,"although disney follows its standard formula in this animated adventure , it feels more forced than usual ."
165,negative,gaghan . . . has thrown every suspenseful cliché in the book at this nonsensical story .
166,negative,[p]artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting . the catch is that they're stuck with a script that prevents them from firing on all cylinders .
167,negative,"'you'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you'll feel like you ate a reeses without the peanut butter . . . '"
168,negative,"parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone . . . that ultimately dulls the human tragedy at the story's core ."
169,negative,the director has injected self-consciousness into the proceedings at every turn . the results are far more alienating than involving .
170,negative,bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .
171,negative,"a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after-school special ."
172,negative,the worst film of the year .
173,negative,by-the-numbers yarn .
174,negative,"without shakespeare's eloquent language , the update is dreary and sluggish ."
175,negative,"if h . g . wells had a time machine and could take a look at his kin's reworked version , what would he say ? 'it looks good , sonny , but you missed the point . '"
176,negative,"bisset delivers a game performance , but she is unable to save the movie ."
177,negative,"watching austin powers in goldmember is like binging on cotton candy . it's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied ."
178,negative,the most anti-human big studio picture since 3000 miles to graceland .
179,negative,the film can depress you about life itself .
180,negative,"i'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché ."
181,negative,the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .
182,negative,"its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers ."
183,negative,the plot plummets into a comedy graveyard before janice comes racing to the rescue in the final reel .
184,negative,"sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely ."
185,negative,"here's my advice , kev . start reading your scripts before signing that dotted line ."
186,negative,an alternately raucous and sappy ethnic sitcom . . . you'd be wise to send your regrets .
187,negative,an ugly-duckling tale so hideously and clumsily told it feels accidental .
188,negative,"unfortunately , it's also not very good . especially compared with the television series that inspired the movie ."
189,negative,"it wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it's not all new , at least it looks pretty ."
190,negative,glazed with a tawdry b-movie scum .
191,negative,"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness ."
192,negative,"all in all , road to perdition is more in love with strangeness than excellence ."
193,negative,a big fat pain .
194,negative,a mimetic approximation of better films like contempt and 8 1/2 .
195,negative,"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures ."
196,negative,an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength .
197,negative,"to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved ."
198,negative,"with the cheesiest monsters this side of a horror spoof , which they isn't , it is more likely to induce sleep than fright ."
199,negative,"mild , meandering teen flick ."
200,negative,though its atmosphere is intriguing . . . the drama is finally too predictable to leave much of an impression .
201,negative,"astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild ."
202,negative,"with a tone as variable as the cinematography , schaeffer's film never settles into the light-footed enchantment the material needs , and the characters' quirks and foibles never jell into charm ."
203,negative,"cuba gooding jr . valiantly mugs his way through snow dogs , but even his boisterous energy fails to spark this leaden comedy ."
204,negative,diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing .
205,negative,"silly , loud and goofy ."
206,negative,why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?
207,negative,the basic premise is intriguing but quickly becomes distasteful and downright creepy .
208,negative,the pool drowned me in boredom .
209,negative,it's like an all-star salute to disney's cheesy commercialism .
210,negative,"it's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one ."
211,negative,"there's an excellent 90-minute film here ; unfortunately , it runs for 170 ."
212,negative,"as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses ."
213,negative,"die another day is only intermittently entertaining but it's hard not to be a sucker for its charms , or perhaps it's just impossible not to feel nostalgia for movies you grew up with ."
214,negative,"the mystery of enigma is how a rich historical subject , combined with so much first-rate talent . . . could have yielded such a flat , plodding picture ."
215,negative,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging ."
216,negative,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid .
217,negative,bad company . bad movie . just plain bad .
218,negative,"it's not only dull because we've seen [eddie] murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed ."
219,negative,"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda ."
220,negative,"while it is interesting to witness the conflict from the palestinian side , longley's film lacks balance . . . and fails to put the struggle into meaningful historical context ."
221,negative,"it's sincere to a fault , but , unfortunately , not very compelling or much fun ."
222,negative,this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter .
223,negative,"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one ."
224,negative,"this slow-moving swedish film offers not even a hint of joy , preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party ."
225,negative,"a muddled limp biscuit of a movie , a vampire soap opera that doesn't make much sense even on its own terms ."
226,negative,this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .
227,negative,this is amusing for about three minutes .
228,negative,"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed ."
229,negative,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .
230,negative,looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .
231,negative,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book .
232,negative,just because a walk to remember is shrewd enough to activate girlish tear ducts doesn't mean it's good enough for our girls .
233,negative,"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through ."
234,negative,this dreadfully earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .
235,negative,"the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements ."
236,negative,"the story is so light and sugary that were it a macy's thanksgiving day parade balloon , extra heavy-duty ropes would be needed to keep it from floating away ."
237,negative,"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche ."
238,negative,"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying ."
239,negative,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !"
240,negative,it's not difficult to spot the culprit early-on in this predictable thriller .
241,negative,"[a] soulless , stupid sequel . . ."
242,negative,the trappings of i spy are so familiar you might as well be watching a rerun .
243,negative,what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .
244,negative,"it is messy , uncouth , incomprehensible , vicious and absurd ."
245,negative,"and if you appreciate the one-sided theme to lawrence's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . if you are willing to do this , then you so crazy !"
246,negative,"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ."
247,negative,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .
248,negative,"an infuriating film . just when you think you are making sense of it , something happens that tells you there is no sense ."
249,negative,the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory .
250,negative,"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions ."
251,negative,"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness ."
252,negative,"as pure over-the-top trash , any john waters movie has it beat by a country mile ."
253,negative,less-than-compelling documentary of a yiddish theater clan .
254,negative,"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is ."
255,negative,"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout ."
256,negative,"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view ."
257,negative,"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you don't care who fires the winning shot ."
258,negative,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .
259,negative,"to paraphrase a line from another dickens' novel , nicholas nickleby is too much like a fragment of an underdone potato ."
260,negative,"the actresses may have worked up a back story for the women they portray so convincingly , but viewers don't get enough of that background for the characters to be involving as individuals rather than types ."
261,negative,"the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today's hollywood ."
262,negative,"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again ."
263,negative,a sincere but dramatically conflicted gay coming-of-age tale .
264,negative,wait for it to hit cable .
265,negative,ultimately feels like just one more in the long line of films this year about the business of making movies .
266,negative,a high-minded snoozer .
267,negative,"nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives ."
268,negative,"77 minutes of pokemon may not last 4ever , it just seems like it does . my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it ."
269,negative,[at least] moore is a real charmer .
270,negative,"john carlen's script is full of unhappy , two-dimensional characters who are anything but compelling ."
271,negative,"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film ."
272,negative,"stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes ."
273,negative,"unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes ."
274,negative,adam sandler's eight crazy nights grows on you -- like a rash .
275,negative,the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .
276,negative,"few of the increasingly far-fetched events that first-time writer-director neil burger follows up with are terribly convincing , which is a pity , considering barry's terrific performance ."
277,negative,gets better after foster leaves that little room .
278,negative,the movie is as padded as allen's jelly belly .
279,negative,"resident evil isn't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail ."
280,negative,a rather average action film that benefits from several funny moments supplied by epps .
281,negative," . . . unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted ."
282,negative,resembles a soft porn brian de palma pastiche .
283,negative,"bluto blutarsky , we miss you ."
284,negative,innocuous enough to make even jean-claude van damme look good .
285,negative,"it's a glorified sitcom , and a long , unfunny one at that ."
286,negative,devoid of any of the qualities that made the first film so special .
287,negative,"however sincere it may be , the rising place never quite justifies its own existence ."
288,negative,paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .
289,negative,the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .
290,negative,"the film starts promisingly , but the ending is all too predictable and far too cliched to really work ."
291,negative,"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate ."
292,negative,"it's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ."
293,negative,alternately frustrating and rewarding .
294,negative,it's impossible to even categorize this as a smutty guilty pleasure .
295,negative,"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this ."
296,negative,"swinging , the film makes it seem , is not a hobby that attracts the young and fit . or intelligent ."
297,negative,"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration ."
298,negative,"see clockstoppers if you have nothing better to do with 94 minutes . but be warned , you too may feel time has decided to stand still . or that the battery on your watch has died ."
299,negative,there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit .
300,negative,"yes , i have given this movie a rating of zero . but fans of the show should not consider this a diss . consider it 'perfection . '"
301,negative,the cumulative effect of the movie is repulsive and depressing .
302,negative,children and adults enamored of all things pokemon won't be disappointed .
303,negative,i don't even care that there's no plot in this antonio banderas-lucy liu faceoff . it's still terrible !
304,negative,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers ."
305,negative,amazingly dopey .
306,negative,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .
307,negative,the good girl is a film in which the talent is undeniable but the results are underwhelming .
308,negative,mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious .
309,negative,"do you say "" hi "" to your lover when you wake up in the morning ?"
310,negative,"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks ."
311,negative,"while easier to sit through than most of jaglom's self-conscious and gratingly irritating films , it's still tainted by cliches , painful improbability and murky points ."
312,negative,"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces . . . positively dreadful ."
313,negative,a generic international version of a typical american horror film .
314,negative," . . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention ."
